Date,Close,High,Low,Open,Volume
2024-12-19,7.690000057220459,7.71999979019165,7.559999942779541,7.599999904632568,285980002
2024-12-20,7.400000095367432,7.760000228881836,7.340000152587891,7.679999828338623,392779182
2024-12-23,7.46999979019165,7.550000190734863,7.380000114440918,7.400000095367432,290752314
2024-12-24,7.460000038146973,7.590000152587891,7.349999904632568,7.420000076293945,285539029
2024-12-26,7.559999942779541,7.670000076293945,7.429999828338623,7.460000038146973,276382089
2024-12-27,7.46999979019165,7.610000133514404,7.449999809265137,7.550000190734863,181050583
2024-12-30,7.769999980926514,7.989999771118164,7.610000133514404,7.989999771118164,699337628
2024-12-31,7.940000057220459,8.069999694824219,7.619999885559082,7.75,432275623
2025-01-01,8.010000228881836,8.109999656677246,7.900000095367432,7.960000038146973,318779771
2025-01-02,8.140000343322754,8.1899995803833,7.909999847412109,8.100000381469727,392797911
2025-01-03,8.270000457763672,8.399999618530273,8.119999885559082,8.140000343322754,464150003
2025-01-06,7.880000114440918,8.329999923706055,7.829999923706055,8.289999961853027,438301803
2025-01-07,8.0600004196167,8.140000343322754,7.860000133514404,7.860000133514404,374162457
2025-01-08,7.989999771118164,8.100000381469727,7.869999885559082,8.079999923706055,294651841
2025-01-09,7.920000076293945,8.210000038146973,7.900000095367432,7.980000019073486,338935170
2025-01-10,7.75,7.949999809265137,7.670000076293945,7.920000076293945,321647638
2025-01-13,7.739999771118164,8.079999923706055,7.610000133514404,7.699999809265137,597616878
2025-01-14,8.25,8.3100004196167,7.769999980926514,7.800000190734863,563020922
2025-01-15,8.760000228881836,9.229999542236328,8.270000457763672,8.279999732971191,294552007
2025-01-16,8.930000305175781,9.0600004196167,8.720000267028809,8.9399995803833,536382334
2025-01-17,9.109999656677246,9.25,8.829999923706055,8.899999618530273,485924287
2025-01-20,9.9399995803833,10.470000267028809,9.779999732971191,10.020000457763672,665312492
2025-01-21,9.359999656677246,10.0,9.3100004196167,9.9399995803833,561246192
2025-01-22,9.510000228881836,9.569999694824219,9.140000343322754,9.399999618530273,358652788
2025-01-23,9.510000228881836,9.869999885559082,9.329999923706055,9.529999732971191,356247545
